Rank,Player,Rank Score,Level,Kills,Season 17 Wins,Winning Kills,Kills As Kill Leader,Damage,Headshots,Matches Played,Times Top 3
1479,Noot Lobster,27115,793,,,,,,,,
1479,Tronald2x,27115,700,,,,,,,,
1482,Wattussy,27112,846,,,,,,,,
1483,spicyhotpurrito,27105,895,,,,,,,,
1484,MR NUGGET1534,27104,806,,,,1964.0,,42761.0,,
1485,mhm tuff,27103,965,,,,,,,,
1486,ELG Sawyer,27095,1101,,,,,,,7275.0,1534.0
1487,NerinChant TTV,27094,819,,,,,,,,
1488,TexasWanted51,27092,808,,,,,,,,
1489,ItsEmacity,27091,764,,,,,,,,
1490,MasterPimpChickn,27085,820,,,113.0,,,,,
1491,Koasta,27077,863,,,,,,,,
1492,LEEFF_MAFIA,27069,1494,,,134.0,,,,4911.0,958.0
1493,Flawlead,27057,1149,,,,,,,,
1494,zowet,27046,641,,,,,,,,
1495,xGONZ06x,27041,781,,,,,,,,
1496,FIXAUDIONOW,27040,365,,,,,,,,
1497,MaCabbages,27028,1228,,,,,,,,
1498,iiTzRizeOnTwitch,27027,814,,,,,,,,
1499,NeedKP,27025,1536,,,,,,,,
1500,killerpuma412,27017,1081,,,,,,,,
1501,Qwytx,27017,819,,,,,,,,
1502,Ghosted4103,27016,215,,,,,,,,
1503,o2 Deluxe,27015,1407,,,,4433.0,,36367.0,,
1504,PunkTheRed,27009,2440,,,,,,49769.0,5989.0,
1505,Dumplongus,27002,687,,,,,,,,
1506,Dior Ryan,27000,906,,,,,,,,
1507,scosner3,26997,1252,,,,,,,,
1508,OddEyeSee420,26996,1685,,,,,,,,
1509,TrueFlixz,26992,1271,,53.0,,,,,,
1510,WILD TIGER7145,26990,878,,,,,,,,
1511,xBrooklynKnight,26988,1844,54772.0,,,,,,,
1512,daetheone2003,26986,884,,,,,,,,
1513,MmmBacon513,26976,846,,,,,,,4759.0,
1513,ZaddyOctane,26976,2624,63671.0,6.0,,5132.0,16345152.0,73568.0,5015.0,
1513,TSM Noisyboy823,26976,762,,,,,,,,
1516,AlphaRuntz,26973,2060,,,,,,41100.0,,
1517,TrajicBauTV,26960,358,,,,,,,,
1518,Vogce,26959,1129,47221.0,,352.0,5641.0,11223070.0,39121.0,,
1519,Offline-Vortex-,26955,460,,,,,,,,676.0
1520,Annafaith13,26953,934,,,,,,,,
1521,imTapioca,26952,852,,,,,,,,
1522,HazeSosa2300,26948,1216,,,,,,,,
1523,TikTok Suulf,26944,682,,,,,,,,
1524,TWOPI3C3,26937,786,,,,,,,,
1525,CGN_KingMitch,26929,959,,,,,,,,
1526,nBattleTV,26928,871,,,,,,,,
1527,SiB | Envy,26922,513,,,,,,,,
1527,hondarider5869,26922,850,,,,,,,,
1529,xLelek,26916,680,,,,,,,,
1530,AmzJuJu l Twitch,26914,1206,,107.0,,,10579883.0,,,
1531,AtariRey,26907,1168,,6.0,,,,,,
1532,Daddy Senpai249,26900,2570,,,,,,,,
1533,HowYaFeeling,26892,1024,,,,,,,,
1534,Alleinn,26890,2633,,,,,,33965.0,,
1534,Japans Bloom,26890,951,,72.0,,,,,,
1536,DrizZzaly,26888,1621,,,,,,,4562.0,
1537,LivingLikeDat,26885,511,,,,,,,,
1538,Feniky,26878,1398,,0.0,,,,,,
1539,Anthsniper,26869,1256,,,,,,,,
1540,HUFFDADDY415,26864,2222,,,133.0,1639.0,9629249.0,,,
1541,TussiSucka,26861,863,,,,4499.0,,,9890.0,
1542,waynewonder34,26856,1117,,,,,9550923.0,,21823.0,806.0
1543,REALDANGTHICCC,26855,971,,,,,,,,
1544,IcyMercz,26851,847,,,,,,,,
1545,WeeksOfAimAssist,26846,2053,,,,,,31493.0,6932.0,
1545,Eruptshin-onYT,26846,993,,,,,,,,
1547,Purified Salt,26844,1296,,48.0,,,,,9653.0,
1548,GotDatDogInMe,26836,624,,,,,,,,
1549,TyBodiez,26832,774,,,,,,,,
1550,t3n__oh,26823,1168,,,,,,,,
1551,Daze-Teriyaki,26816,864,,6.0,,,,,,
1552,ArroWoofie,26812,1736,,,,,,,6707.0,1450.0
1553,MultiVoiceXD,26808,1661,,1.0,,,,,,
1554,Zz,26801,818,,,,,,,,
1554,TheKaylicious,26801,1525,,,,,,,5185.0,824.0
1556,ImSmokeStorm,26796,931,,,,,,,,
1556,CV_GibbySitOnYou,26796,3091,56670.0,,1001.0,2398.0,15351396.0,71157.0,21466.0,6073.0
1558,Emergint,26793,1106,,10.0,,,,38941.0,,
1559,YTDukemDabs,26791,939,,,,,,,,
1560,SlobbOnMyRob,26790,1939,,,,1870.0,,,,
1561,HairyBeanStalk,26787,913,,,,,9529632.0,32772.0,16703.0,
1562,Choooppie2,26786,823,,,,,,,,
1563,Lung Buster,26782,498,,,,,,,,
1564,Tosillyking,26781,517,,,,,,,,
1565,Goat,26779,859,,,,,,,,
1566,AxIs_Shadow-_-,26770,707,,,,,,,,743.0
1567,Marko1211,26768,2612,,,,,,,6884.0,1289.0
1568,STYXX_tR,26765,1815,,,,,,,,
1569,O0MW2_FYB69,26760,2422,,,,,,53492.0,,
1570,iiSw4yy TTok,26757,2339,,,,,12963861.0,62099.0,,
1571,vKasqy,26744,981,,,,,,,,
1572,Vampz,26729,1098,,,,,,,,
1573,Hi Im Pig,26726,1543,,,,,,,,
1574,Woekii,26723,524,,,,,,,,
1574,Ctrain_Uchiha,26723,578,,6.0,,,,,,
1574,TNG_MebroYT,26723,768,,,,,,,5124.0,
1577,mvpOpz,26719,1608,57297.0,,,8107.0,,,6395.0,
1577,xkindless,26719,886,,,,,,,,
1579,Alpentolic,26716,533,,23.0,,,,,,
1580,AngiIity,26714,814,,149.0,,,,,,
1581,MnK Enjoyer,26707,1003,,,,,,,,
1582,Jwnuary,26706,1346,,,270.0,,,47199.0,,1147.0
1583,Twitch-ItsRisqy-,26699,1310,,,,,,,8442.0,1322.0
1584,night sticc,26694,816,,,,,,,,
1584,MixerMason12,26694,786,,,,,,,,
1586,HollowVino,26692,738,,,,,,,,
1587,Dozer,26688,949,,,,,,,,
1587,IneedShe1lds,26688,171,,,,,,,,
1589,TRI Nickmercs,26686,870,,,,,,,,
1590,Darkside Obi,26683,504,,,,,,,,
1591,Godisms,26679,1727,62717.0,,,,10879868.0,94203.0,,
1592,Goddess_Rachel,26671,3502,84701.0,153.0,,7019.0,21569549.0,92985.0,,
1593,Naneo,26668,302,,,,,,,,
1594,zenabu,26665,803,50833.0,,,,,34655.0,,
1595,SlimRocket08702,26663,595,,,,,,,,
1596,keemotherapy86,26662,838,,,,,,,,
1597,GIokkey,26661,953,,,,,,,,
1598,HNdRxxLoaded,26658,720,,,,,,,,
1599,VOID,26652,670,,,,,,,,
1600,TT_Kkogaming_24,26651,878,,,,,,,,
1602,Deadeye1892,26649,1041,,,,,,,,
1603,Blit6ix,26641,979,,,,,,,,
1604,AngryRanch,26640,940,,,,,,,,
1605,Free2PlayPlayer,26636,743,,,,,,,,
1606,OmegaTooYew_TTV,26617,1009,40258.0,,,,11461153.0,45313.0,,
1607,@XpLaZ,26615,243,,,,,,,,
1608,Jordypooo,26614,831,,,,,,,,
1609,SpartanTagB312,26611,768,,,,,,,,
1610,xInfamousRulerx,26604,699,,,,,,,,
1611,Exclues,26603,209,,,,,,,,
1612,CaptainSlapahoTV,26596,3134,67707.0,,,,16300927.0,79781.0,,
1613,Zamorano2022,26594,1604,,,,,,,,
1614,TTV-rgmuncy,26592,908,,,,,,,,
1615,xTsugikuni,26589,319,,,,,,,,
1616,Baankski,26588,1286,,,622.0,2126.0,9299119.0,38346.0,,1954.0
1617,ImpromptuMikeTTV,26586,1509,,,,,,,,
1618,Driqsyz,26584,776,,,,,,,,
1619,Sheev,26581,826,,,,,,,,
1620,goose,26578,582,,,,,,,,
1621,NTP Tearz,26569,616,,,,,,,,
1622,TSG6565,26567,2351,,,,,10342929.0,,,
1623,XRW_Reisu,26560,858,,,,,,,,
1624,Theechef__,26558,938,,,,,,,,
1625,JoeyyHydroTV,26557,7761,176544.0,,1369.0,25556.0,46875473.0,234399.0,,15391.0
1625,Dr. Gnarctic,26557,2897,75890.0,,,5056.0,9941726.0,,,
1627,ImDraytonx,26554,1354,,13.0,,,,,,
1628,suglaz_on_twitch,26552,874,,,,,,,,
1629,niko,26550,997,,,,,,46494.0,,
1630,Thirdable,26549,1173,,,,,,,,
1631,Chains2G,26545,436,,,,,,,,
1632,JUNIOR2FADED_,26538,1208,,,,,,,,
1633,Pulizic,26535,194,,,,,,,,
1634,Mr Kokonut,26531,330,,,,,,,,
1635,mercyonIy,26526,1549,47782.0,,42.0,4326.0,,58109.0,,756.0
1636,NBN WolfenX,26519,1373,,,,,,,,
1636,Scorpion3081418,26519,1109,,46.0,,,,,,
1638,okuricidetv,26518,942,,,,,,,,
1638,ArkSupremeTTV,26518,1155,74683.0,,685.0,16688.0,18539087.0,78873.0,12942.0,
1640,TTVnotdazed,26517,267,,,,,,,,
1641,Princess_Keko,26516,1961,,,,,,,,
1642,rose_killa1998,26515,768,,,,,,,,
1643,ST4LL1ON28,26505,718,,,,,,,,
1644,nV NYCBeast,26499,1422,,90.0,,,,,,
1645,Luckykillz21-ttk,26493,1527,,,,,,,,
1646,UTC John Wick,26489,850,,,,,,,,
1647,Ca1iberTV,26487,1146,,,,,,,,
1648,Intoxicated,26483,949,,,,,,,,
1649,PPokes-,26480,841,,,,,,,,
1649,scottman345,26480,1094,,,,,,,,
1651,Alpaca3525,26479,671,,,,,,,,
1652,BUGGERMAN1,26470,814,,,,,,,,
1653,Shin,26465,942,,,,,,,,
1654,Offwithyadome,26456,617,,,,,,,,
1654,EbK_Black1122,26456,1289,,,,,,,,
1656,kingsurry,26451,2663,46825.0,,,3834.0,13439660.0,62280.0,,
1656,iSpartan119,26451,2252,,,,,,,,
1656,TRIPPY BUCKZ,26451,742,,,,,,,,
1659,LuhhhKenn,26436,587,,,,,,,,
1660,shakerpepper442,26431,149,,,,,,,,
1661,BlaDEwack90,26429,2626,,,,,,,10364.0,2160.0
1661,Verleyn,26429,1102,,,,,,,,
1661,FOOL imBlind,26429,1583,,10.0,,,,,6883.0,
1664,Tacos4thisVato,26426,3033,,,301.0,,,,,
1665,pittmasterr,26425,1458,,,,,,,,
1666,Demetrious 3rd,26423,722,,32.0,,,,,,
1667,Flashey,26419,971,,,,,,,,
1667,jctta,26419,729,,,,,,,,
1669,LukeAsArts,26415,1172,,,,,,,,
1670,LisTe,26408,915,,,,,,,,
1671,Nrt-tmurdaaayt,26406,841,,,,,,,,
1672,smoke_stack--,26404,2400,48326.0,,,,10129954.0,42832.0,,
1673,III-leeky-III,26402,605,,,,,,,,
1674,KillWill254,26401,3239,64674.0,,,,19825830.0,77342.0,,
1675,xViperLily,26395,2528,41768.0,,,,9945765.0,,,
1676,Cursed_By_King,26394,777,,,,,,,,
1676,SPACEHIPPE6266,26394,1600,,,,,,,,
1678,Ssamiif,26393,364,,,,,,,,
1678,DonDuart,26393,914,,,,,,,,
1678,luvv rne,26393,725,,,,,,,,
1681,RagefulWolf,26392,1047,,,,,,,,
1682,CallZoRo,26386,1641,,,,,,,,
1682,Hate Virxs,26386,828,,,,,,,,
1684,TJ Snip3down,26375,1019,,,,,,,,
1685,XxChicaxX_TikTok,26373,1711,,101.0,,,,46104.0,,
1685,AzarathXP,26373,726,,,,,,,,
1687,RedLeprekaun,26372,1852,,,,,,,,
1687,Logic ironsight,26372,923,,,,,,,,
1689,Monarch,26366,598,,,,,,,,
1690,Human Aimbot,26364,923,,,,,,,,
1691,ItzClinksTTV,26360,659,,,,,,,,
1691,use ult,26360,849,,56.0,,,,,,
1693,RUSHH n,26358,871,,,,,,,,
1694,webssie,26356,906,,,,,,,5648.0,858.0
1695,MvPkam28,26349,760,,,,,,,,
1696,vSxrs XF,26343,476,,,,,,,,
1697,NutDaaGod,26337,626,,,,,,,,
1697,JustCallMeBorn,26337,903,,,,,,,,
1699,Mynytz,26331,441,,2.0,,,,,,
1700,GanjQueeniTv,26322,2739,40554.0,7.0,,,,63270.0,,3324.0
1701,The_-Gizzmo-_,26316,2094,,,,,,,,
1701,TEXASfalu,26316,868,,,,,,,,
1703,Donut-McAverage,26310,921,,,,,,,,
1704,xSxolarxx,26302,829,,,,,,,,
1705,her stink,26296,3105,54490.0,,,,10542635.0,31627.0,,
1706,twitch_cuba38,26287,1714,,,,,,,,
1707,10xJoshua,26285,1440,,,,,,,,
1708,FB King of P,26283,670,,53.0,,,,,,
1709,glory,26279,365,,,,,,,,
1710,PkMagicTTV,26277,779,,,,,,,,
1710,Raiazu,26277,796,55340.0,9.0,1706.0,5227.0,,54508.0,16393.0,6835.0
1712,Lucky Jun1or13,26274,870,,,,,,,5914.0,1006.0
1713,Ya boy moishy,26272,899,,,,,,,,
1714,LangIsCooked,26264,566,,3.0,,,,,,
1714,TTV-Magma_Bones,26264,1066,,,,,,,,
1716,ll Alto ll,26262,1604,,,,,,,,
1717,ButterLiam,26260,879,,,,,,,,
1718,silentpeeler,26259,712,,,,,,,,
1719,nkuhqs,26257,971,,,,,,,,
1720,JayRinker,26254,611,,,,,,,,
1721,xGearzy,26252,4141,92996.0,,,9272.0,,,,
1721,Wunclipped,26252,857,,,,,,,,
1723,Red_Beard556,26250,1216,,,,2216.0,,,,
1723,M1a khal1faa,26250,1755,41657.0,,,6624.0,,53263.0,11553.0,1689.0
1725,Whokero,26244,311,,,,,,,,
1725,XxCaRnAg3xX,26244,766,,,,,,,,
1727,KobeDaGreatt,26229,943,,,,,,,,
1728,Markuslol,26220,514,,,,,,,,
1729,ZTrixx,26217,856,,,,,,,,
1730,Finessifer,26215,1030,,,,,,,,
1731,fallen8117,26213,963,,,,,,,,
1732,Mafia_King31,26208,736,,,,,,,,
1733,KrispyKiller14,26207,375,,,,,,,,
1734,CodiRhodes25,26202,763,,,,,,,,
1734,itsNullify-TV,26202,1950,,46.0,248.0,2698.0,,,,
1736,StraightZoot,26200,1329,,,,,,,6907.0,1020.0
1737,Mint.,26198,796,,,,,,,,
1738,Jeferin6,26196,818,,,,,,,,
1739,DabbyDabbaDo,26194,2172,44023.0,,,,12171074.0,64804.0,,
1740,AndM21|Twitch,26193,1718,49276.0,,,,13793221.0,,4826.0,
1741,SRumorz,26191,368,,5.0,,,,,,
1742,SorryImSoToxic,26184,678,,3.0,267.0,,,,,
1743,AimAssist,26182,754,,,,,,,,
1744,Queue,26180,1192,,,,2776.0,,,,
1745,TV-QtheBabaYaga,26179,720,,,,,,,,
1746,Chef Jernard,26176,1349,,9.0,,,,,,
1747,Its_Averyyy,26173,857,,,,,,,,
1748,NonoTTV,26172,1421,57365.0,,560.0,5280.0,15194815.0,,9385.0,1896.0
1749,WhooreiZEN,26169,2192,,,,,,,,
1750,FPS PARVO,26166,919,,,,,,,,
1751,lllumi1,26165,639,,,,,,,,
1752,Simmons,26164,384,,,,,,,,
1753,Aro_Slayz14,26159,1152,,,,,,35456.0,,
1754,TKC Turttle,26155,836,,,,,,,,
1755,BoboBViben,26154,1012,,,,,,,,
1756,SteveSuperiorTTV,26150,789,,,,,,,,
1757,ghost_v_tickle,26146,724,,,,,,,,
1758,Vince Frags,26145,1055,,,,,,,,
1758,Kelferd,26145,1178,,,,,,,,
1760,Buhllisticz,26137,1146,51186.0,,,2421.0,,,,
1760,SCORPIONSLAT,26137,417,,,,,,,,
1760,youngfishgod,26137,2014,,,,,,,,
1763,MonsterPianoMan,26136,911,,,,,,,,
1764,FermentedChip,26135,190,,,,,,,,
1765,Bloody,26134,828,,,,,,,,
1766,beetlejjuiced,26127,776,,,,,,,,761.0
1767,XLR0,26121,1117,,,,2633.0,,,9782.0,
1768,KingothaNorth,26119,978,,,,,,,,
1769,THATZ-Sour,26118,796,,,,,,,5719.0,
1770,stepasidejesusTV,26117,2627,62064.0,57.0,115.0,1942.0,13951919.0,37896.0,,2950.0
1771,b477yj0k3r5764,26114,375,,,,,,,,
1771,Sooperman | Kick,26114,1024,,,,,,,,
1771,Synoptlcal-TV,26114,2799,,,,,10507407.0,54306.0,,
1774,Carnage,26110,441,,,,,,,,
1775,Urvasectuu,26103,4076,47749.0,,,,14898501.0,58576.0,,5308.0
1776,MrDummyJoe_YT,26099,2218,48526.0,,,,,,,
1777,Venge Heaven,26095,229,,,,,,,,
1778,ltsAlpha,26094,1028,,,,,,,,
1779,Scherpz,26092,725,,,,,,,,
1780,ChooMan,26090,1036,,,,,,,,
1780,LP Manufacturer,26090,1058,,,,,,,,
1780,vQilz,26090,1463,,,,8971.0,,44623.0,,
1783,oForeignDoll,26088,3506,,,,,,,,
1784,QoldenJ,26081,809,,,,,,,,
1785,CizyTV,26080,571,,,,,,,,
1786,Jirohs,26075,1188,,,,1707.0,,36393.0,,
1787,Hangry4ameal,26073,1945,,21.0,72.0,3095.0,,37883.0,13628.0,1967.0
1788,herobrine,26064,864,,,,,,,,
1789,Ev Swifty,26062,1642,,14.0,40.0,,,,,
1790,Ult9899,26058,710,,,,,,,,
1791,Johan,26057,639,,,,,,,,
1792,WOOGUNNA,26045,842,,,,,,,,
1793,Iluvblondess,26038,1332,,,,,,,,
1794,TBN Godly,26037,2019,,,,,,,,
1795,Jinxed Yuh,26035,892,,,,,,,,
1796,SmackNRun,26034,1127,,,,,,,,
1797,antzTRG,26030,522,,,,,,,,
1798,GRSGHOST74,26024,750,,,,,,,10141.0,
1799,spookaden,26023,886,,,,,,,,
1800,lesauce21,26018,1034,,,,,,,,
1801,Da Killa Wale,26016,566,,,,,,,,
1802,Zuavee,26015,127,,,,,,,,
1803,U_TrY_N_StOp_Me,26012,2722,80632.0,,,,16370767.0,64397.0,,
1804,AEG_JediMindTrix,26011,2489,,,,,,,16169.0,2481.0
1805,Prismmaker,26010,446,,,,,,,,
1806,Bad Drop Gaming,26009,1165,51450.0,3.0,,,18640279.0,,,
1807,Dream32461,26002,725,,,,,,,,
1807,RHANEYY,26002,1237,,,,,,,,
1809,rezmachine,26001,873,,,,,,,,
1810,PrincessZLFT,25998,980,,,,,,,,
1810,vrotey on ig,25998,1003,,,,,,,,
1812,H3ggie on TTok,25997,907,,,,,,,,
1812,Khepris Sun.eC,25997,825,,,,,,,,
1814,TM sixty,25993,794,,,,,,,,
1815,SWMG_Kado,25989,1222,,,,,,,,
1816,zin master,25986,378,,,,,,,,
1817,ZziPsychoticzZ,25983,2424,,,,,,,,
1818,YMAHWSZAZA,25981,886,,3.0,,,,,,
1818,shot-thong,25981,1177,,,,,,,,
1820,SlipshodL,25980,808,,,,,,,,
1821,Senti3ntB3ing,25978,989,,,,,,,,
1821,Ghostface,25978,1077,,,,,,,,
1823,ChrisDouglasJr,25974,1355,,,,,,,,
1823,Skaitez,25974,904,,,,,,38655.0,,
1825,ItsObris,25973,299,,,,,,,,
1826,vocaloid enjoyer,25972,683,42990.0,,,,10914971.0,,,
1827,LOON3Y GOONS,25964,687,90410.0,,,27266.0,19774157.0,,14275.0,
1828,The ReaL Nosey,25963,2301,,,,2630.0,11892894.0,,,
1829,slaqit,25960,942,,,,,,,,1243.0
1830,Okay Rack,25959,1021,,,,,,,,
1831,xsocalboi26,25956,1660,,,,,,,,
1832,StarboyEric,25954,787,,,,,,,,
1833,Killeraven,25950,873,,,,,,,,
1834,Oishi Shoyu,25949,751,,,,,,,,
1835,sKLd Sharkiller,25941,791,,,,,,,,
1836,XRubyyRedX,25934,595,,,,,,,,
1837,EastKOV,25926,1076,,,,,,,10635.0,1178.0
1838,Deeedeee141,25924,1032,,43.0,,,,,,
1838,iKevinhimself,25924,3214,,,,,,,,
1838,Mr Toast1143,25924,844,,,,,,,,
1841,Nexasty,25918,576,,,,,,,,
1842,KO_AZA,25917,1783,,,,2100.0,10407035.0,34082.0,,1134.0
1843,Spaceylol,25916,961,,,,,,,,
1844,Detric_VargasTV,25905,1521,85206.0,,,,21439363.0,60185.0,,
1845,imWhyJesusCried,25904,888,,,,,,,,
1846,CamSJo801,25898,189,,,,,,,,
1847,SaiyanSmooth,25894,898,,,,,,,,
1848,@OMGItsKittie,25893,2358,,,,,,,,
1849,Hex The Alien,25892,683,,,,,,,,
1849,kingnoscop,25892,1192,,4.0,,,,,,
1851,iCloudyDays,25888,914,,1.0,,,,,,
1852,PAPI-_-LOS,25882,1368,,,,,,,,
1853,etrump20,25880,980,,,,,,,,
1854,Scuffxkingg,25877,346,,,,,,,,
1855,HennyLoCKz,25876,1150,,,,,,,,
1856,SteveO7 INKd,25871,897,,,,,,,,
1856,Ruguhr,25871,1657,,,,,,,,
1858,Critic,25866,264,,,,,,,,
1858,Exodia,25866,653,,,,,,,,
1860,LastKings1300,25863,2475,,,,,,,,
1861,PrayedJester362,25862,903,,,,,,,,731.0
1862,amatrerasu,25853,792,,,,,,,,
1863,Rez,25852,1195,,,,,,,,
1864,Starkiller2479,25851,735,,12.0,,,,,,
1864,Ropvs,25851,747,,,,,,,,
1866,FTX ReZki,25850,1059,,,,,,,,
1867,ItzSurtr,25848,593,,,,,,,,
1868,Love_No_Treesh,25845,1361,,,,,,,,
1869,w0rkd,25841,814,,,,2379.0,,,,
1870,X GodlySabre,25839,1077,,,,,,,4430.0,
1870,ICU-_-waltHAMMtv,25839,930,45296.0,,,,11011658.0,47899.0,15960.0,
1872,Hackcell,25835,829,,,,,,,,
1873,TheNumptySlayer,25831,1886,50817.0,,519.0,4197.0,13290847.0,51084.0,,
1874,KorraDaGoat,25829,1292,,,,,,,,
1875,xDanSZNonTwitch,25823,710,,,,,,,,
1875,Fallen,25823,786,,,,,,,,
1877,iiDrippyX,25820,861,,3.0,,,,,,
1878,Omelette SZN,25811,1423,,,,,,,,
1879,ZayJit,25808,723,,,,,,,,
1879,TheFrostyShow,25808,753,,,,,,,,
1881,Nesykinz,25806,963,,,,,,,,
1881,Blezsing,25806,1507,,,,,,,,
1883,BaxkDoeMan,25804,922,,,,,,,,
1883,NO-SIMPTHY,25804,1255,,,,,,,,
1885,FLO xSmoke,25802,1164,,,,,,,,
1886,Kimchi Edits,25801,795,,,,,,,,
1887,nem,25800,1244,,,,,,,,
1888,TheAzzazzino,25798,1101,,,,,,,4410.0,666.0
1889,CHRISOUTSIDE,25797,867,,,,,,,,
1890,Prime,25796,1080,,,,,,,,
1891,TheDarkAlpha_xDi,25793,186,,,,,,,,
1892,axnishh,25792,969,,,,,,40356.0,,
1893,Siavawa,25787,859,,,,,,,,
1894,Alien,25783,1213,,,52.0,,,,,
1894,GamingHasCons,25783,825,,,,,,,,
1896,Abxde,25782,1496,,,,,,,,
1897,Pandaz Mask,25779,660,,,,,,,,
1898,HeadGear,25778,1123,,,,,,,,
1899,SuperNinja0808,25776,1507,,,,,,,,
1900,iDADZILLA,25772,1107,,4.0,,,,,,
1901,xIniquitous,25767,1440,,,,3559.0,,,,1201.0
1902,Loki-CNO,25766,2045,,,,,,,,
1903,C0ach_ChanceTTV,25765,941,,,,,,,,
1903,OTM Vision6304,25765,2440,,7.0,,,9380692.0,,,
1905,Tionxz,25762,930,,,,,,,,
1906,Spain Hell,25759,1605,,,,,,52258.0,,
1907,Howdoyoucook69,25758,1506,,,,,,,,
1908,iTyrann,25757,1378,,,244.0,,12534815.0,,,
1909,sleepvf,25752,885,,,,,,,,
1910,@Kid,25751,701,,,,,,,,
1910,AscyMeh-TTV,25751,676,,,,,,,,
1912,wworried,25750,1311,,,,,,35912.0,,
1913,I_-_Tatsuo_-_I,25749,677,,,,,,,,
1914,MarvinsRoommate,25744,658,,,,,,,,
1914,Joe_The_Coder_YT,25744,2395,43246.0,168.0,,,,37745.0,,1524.0
1916,Vichi,25740,928,,,,,,,,
1917,SADLIMPANDA,25737,1193,,27.0,,,,,5110.0,1003.0
1918,Deeonald,25736,2064,,,,,,,,
1919,TalonsQC,25733,681,,,,,,,,
1920,zFatherTime,25732,885,,12.0,,,,,,
1921,SonofPoseidon212,25731,888,,10.0,,,,,,
1921,Unknown Mortal,25731,242,,,,,,,,
1923,Jando1111,25730,1215,,,,,,,,
1924,FqkeLuck,25728,1097,47820.0,,,9225.0,,,,861.0
1925,Billsmafia1900,25727,1115,,,,,,44804.0,6314.0,1783.0
1926,iByler,25726,964,,,,,,,,
1926,booga,25726,1253,,,,,,,,
1928,ScortMcGort,25723,625,,6.0,,,,,,
1929,iSo Berry,25720,949,,,,,,,,
1930,Gadsd3n_Kick,25718,876,,,,,,,,
1931,GManWrecks,25717,680,,,,,,,,
1932,Xtreme Nite,25715,807,,,,,,,,
1933,xJ3luntmaNx,25711,1874,,,,,11311703.0,,,
1934,PointBlankGG,25710,2086,,,,,,32241.0,,2261.0
1935,SuS_raredestiny,25706,537,,,,,,,,
1936,TTV Vxi,25698,896,,,,,,,,
1937,Gambhit,25694,1082,143149.0,62.0,4299.0,6389.0,38080753.0,191633.0,43395.0,15737.0
1938,@Reztro,25693,229,,,,,,,,
1939,THE1STPLAGU3,25690,970,,,,,,,,
1940,Child Radar,25689,1723,,,,,,,11826.0,
1940,HellHound718,25689,1433,,,,,10454023.0,,15642.0,2796.0
1942,iAmShadow,25687,1112,,,,,,33799.0,,
1943,NlqhtWolf,25683,1483,,,,,,,,
1944,Totesemi,25678,870,,66.0,,,,,,
1944,KHAMM--,25678,791,,,,,,,,
1946,Iceburgler,25677,875,,,39.0,,,,,
1947,xTyner7x,25675,1369,,,,,70659603.0,,,
1948,seiki_deth,25672,1421,,,,,,,,
1949,ShamelessFPS,25670,1881,,,,,,,,
1950,Katamatic,25666,650,,,,,,,,
1951,TU__Ultra,25665,845,,,,,,,,
1952,NNG icyfence,25661,992,,32.0,,,,,,
1953,Ape Them,25653,902,,,,,,,,
1953,TwistedKvng,25653,527,,,,,,,,
1955,iBussdown30s,25649,855,,,,,,,,
1956,Runjustbetter,25647,527,,,,,,,,
1956,TheFadedFart,25647,2101,,13.0,,,,,,
1956,XtraSaucePlz412,25647,832,,,,,,,,
1959,TiGeR nLV,25646,1828,,,,,,,,
1959,Go on Motion,25646,713,,,,,,,,
1961,SUNNDAZE,25642,2169,,,,,,,,
1962,PuffDaddyCLo,25640,883,,,,,,,,
1963,E Icy E,25639,581,,,,,,,,
1964,II Vante II,25636,595,,,,,,,,
1964,HeadShot Ro 631,25636,2218,,,,,,,,
1966,Krxmeyy,25633,1084,,,,,,,,
1967,yep_im_horrible,25628,1015,,,,,,,6134.0,
1968,tMueckaTV,25626,1451,,,,,,,,
1968,FrXzenSnyczz,25626,980,,,,,,,,
1970,H0LMB0Y,25622,2505,74354.0,,,12187.0,18474374.0,,,
1970,youngrd22_tiktok,25622,2335,,,,,18493587.0,,,
1972,Nullity,25620,763,,,,2520.0,,,,
1973,Mrgrizzly,25619,1919,68733.0,,,1973.0,16905890.0,,,
1974,NNG Stegie,25614,888,,7.0,,,,,,
1975,MuIIaaK,25613,731,,3.0,,,,,,
1975,jonnyTWOhottie,25613,1083,,,,,,,,
1977,UnGhouLY,25612,1742,,,,,,,,
1978,NISUZ,25611,1248,,,,,,,,
1979,eeLegacy,25602,1493,,,,,10541509.0,54969.0,5295.0,1364.0
1980,oRiper,25600,1628,,,1264.0,25451.0,13191489.0,,8422.0,
1981,Il__VEX__lI,25599,400,,,,,,,,
1982,Poob_Noob,25595,1141,,42.0,,,,,,
1983,JJFranken,25592,863,,,,,,,,
1984,mrvangman,25591,385,,,,,,,,
1985,TRUCK-A-NATOR,25590,911,,,,,,,5391.0,
1986,Kae_escobar,25589,885,,,,,,,,
1986,bot_ttv06,25589,814,,,,,,,,
1988,TitoUnleasht,25588,1728,48270.0,,370.0,4447.0,15179417.0,58985.0,18203.0,2890.0
1989,FrankBBoy,25586,962,,,,,,,,
1990,RetnuhStreaming,25585,572,,0.0,,,,,,
1991,MrPotatoTTV2477,25584,717,,,,,,,,
1992,TertiaryTaco,25579,908,,24.0,,,,,,
